song_name,link,lyrics
Spinning Wheel,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=430," mellow the moonlight to shine is beginning
close by the window young eileen is spinning
bent o'er the fire her blind grandmother sitting
is crooning and moaning and drowsily knitting.
merrily cheerily noiselessly whirring
swings the wheel spins the wheel while the foot's stirring
sprightly and lightly and merrily ringing
trills the sweet voice of the young maiden singing.
eileen, a chara, i hear someone tapping
'tis the ivy dear mother against the glass flapping
eileen, i surely hear somebody sighing
'tis the sound mother dear of the autumn winds dying.
what's the noise that i hear at the window i wonder?
'tis the little birds chirping the holly bush under
what makes you be shoving and moving your stool on?
and singing all wrong the old song of the 'coolin'?
there's a form at the casement the form of her true love
and he whispers with face bent i'm waiting for you love
get up on the stool through the lattice step lightly
and we'll rove in the grove while the moon's shining brightly.
the maid shakes her head on her lips lays her fingers
steps up from the stool longs to go and yet lingers
a frightened glance turns to her drowsy grandmother
puts her foot on the stool spins the wheel with the other
lazily, easily, now swings the wheel round slowly and lowly is heard now the reel's sound noiseless and light to the lattice above her the maid steps, then leaps to the arms of her lover."
Star of the County Down,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=343,"near bainbridge town in the county down
one morning in last july
down a boreen green came a sweet colleen
and she smiled as she passed me by
from banrty bay up to derry quay
from galway to dublin town
no maid i've seen like the brown colleen
that i met in the county down
she looked so sweet from her bare two feet
to the sheen of her nut brown hair
a coaxing elf and i shook myself
for to she she was really there
from banrty bay up to derry quay
from galway to dublin town
no maid i've seen like the brown colleen
that i met in the county down
the onward sped and i truned my head
and i looked with a feeling rare
i said says i to a passer by
""who's the maid with the nut brown hair?""
he smiled at me and he said, said he
""she's the gem of ireland's crown.
rosie mccann from the banks of the bann
she's the star of the county down!""
from banrty bay up to derry quay
from galway to dublin town
no maid i've seen like the brown colleen
that i met in the county down
the harvest fair she'll be surely there
so i'll dress in my sunday clothes
with my shoes shone bright and my hat cocked right
and a smile for my nut brown rose
no pipe i'll smoke, no horse i'll yoke
till my plow is a rust colored brown
and a smiling bride by my own fireside
sits the star of the county down
from banrty bay up to derry quay
from galway to dublin town
no maid i've seen like the brown colleen
that i met in the county down"
Staten Island,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=344,"we're the poor, the huddled masses
we have crossed the lonely sea
left the old world for the new world
left the old ways to be free
we sailed our ship up the hudson river
to wild atlantic, we said farewell
to staten island when we landed
there we had our tale to tell
we left our homes in forty seven
turned our back against the wind
from our ships of creaking timber
we bid farewell to a famished land 
with heavy hearts we left behind us
memories of better days
old men talking, children laughing
as we danced the night away  
still we hear their voices calling
on the wind we hear the sound
friends and loved ones old and new ones
lie beneath the famine mound  
now those days are far behind us
now our spirits have grown strong
in this land that gave us freedom
and the wind to carry on"
Stone Outside Dan Murphy's Door (the),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=345,"there's a sweet garden spot in my memory
it's the place we were born in and reared
it's been long years since then that we left it
but return there we will if we're spared
our friends and companions of childhood
would assemble each night at the store
round dan murphy's shop, and how often we's stop
on the stone outside dan murphy's door
those days in our hearts we will cherish
contented although we were poor
and the songs that were sung
in the days we were young
on the stone outside dan murphy's door
when our day's work was over we'd meet there
in the winter or spring just the same
then the boys and the girls all together
would join in some innocent game
dan murphy would take down his fiddle
while his daughter looked after the store
the music did ring and sweet songs we would sing
on the stone outside dan murphy's door   
back again do my thoughts often wander
to the scenes of our childhood's home
the friends and companions we left there
it was poverty caused us to roam
since then in this life we have prospered
but still in our hearts we feel sore
for memory will fly to those days long gone by
and the stone outside dan murphy's door"
Stone Throwers Ballad,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=516,"on old tipp hill in syracuse in 1925
alderman huckle ryan displayed the irish pride
the traffic light on tompkins
and milton it was said
to put the green of ireland
on top of englands red
the request it soon was granted
but met an awful fate
from state traffic regulations
and government red tape
the red was on top again
and anger it did surge
but from this irish neighborhood
some heroes would emerge
enter now the children of tipperary hill
who changed the situation
with a most peculiar skill
the red lights on the bottom
and the green light's on the top
so youll think of dear old ireland
whenever you go or stop
this spectacle youll never see
on any other road
to tell you irelands shamrock
is above old englands rose
this tipp hill band of brothers
with stones all in their fists
would create a situation
where the red light wont exist
their aim was high and mighty
as the missiles met their mark
and left the green light safe
while the red light would go dark
jacko, mikis, stubbs, eugene,
george, the duke and richie
kenny, george and bounce
and to round it off was packy
they caused a big commotion
stone throwers one and all
and found a way in syracuse
to answer ireland's call
no sooner would the city
replace the lumination
when another stone would hit the mark
and change the situation
 the red lights on the bottom
the green light's on the top
so youll think of dear old ireland
whenever you go or stop
this spectacle youll never see
on any other road
to tell you irelands shamrock
is above old englands rose
the pelting was relentless
so the city changed it back
the green light was on top again
thanks to this irish pack
in 1987 the throwers all were made
grand marshals of the syracuse
st. patricks day parade
stone throwers all were recognized
for deeds they all had done
while warrants for arrest
were finally expunged
then peter coleman built a park
adjacent to this light
with a statue of the boys
who believed that they were right
so if you visit syracuse
and tipperary hill
youll find the green light on the top
is burning brightly still
thanks to shirley norquest whose father george cowburn was a 'stone thrower' shirley provided me with all the historical information thanks to brian hyland for helping shape the melody and the arrangement"
Streets of London,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=518,"have you seen the old man
in the closed-down market
kicking up the paper, with his worn out shoes?
in his eyes you see no pride
and held loosely at his side
yesterday's paper telling yesterday's news
so how can you tell me you're lonely,
and say for you that the sun don't shine?
let me take you by the hand
and lead you through the streets of london
i'll show you something
to make you change your mind
have you seen the old girl
who walks the streets of london
dirt in her hair and her clothes in rags?
she's no time for talking,
she just keeps right on walking
carrying her home in two carrier bags.
in the all night cafe at a quarter past eleven,
same old man is sitting there on his own
looking at the world
over the rim of his tea-cup,
each tea last an hour
then he wanders home alone
and have you seen the old man
outside the seaman's mission
memory fading with the medal ribbons that he wears.
in our winter city, the rain cries a little pity
for one more forgotten hero
and a world that doesn't care"
Streets of New York,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=346,"i was eighteen years old when i went down to dublin
with a fist full of money and a carload of dreams
""take your time"" said me father, ""stop rushin' like hell,
and remember the world's not what it seems to be""
""for there are fellows that will cut you for the coat on your back,
or the watch that you've got from your mother""
""so take care me young bucko and mind yourself well,
would you give this wee note to my brother?""
at the time uncle benjy was a policeman in brooklyn
my father the youngest looked after the farm
then a phone call from amerikay said, ""send the lad over!""
the old fellow said, ""sure it wouldn't do any harm.""
""for i spent my life working this dirty old ground
for a few pints of porter and the smell of a pound.
sure then maybe there's somethin' you'll learn or you'll see
you can bring it on home to make it easy on me.""
so i landed at kennedy and a big yellow taxi
took me and my bags through the streets and the rain
my poor heart was thumpin' around with excitement
i hardly even heard wat the driver was sayin'
we came in the shore parkway through the flatlands of brooklyn
to my uncle's apartment on east fifty third
i was feeling so happy i was hummin' a song
and i sang ""you're as free as a bird""
but the short of the story what i found out that day
was that benjy was shot down in an uptown farray
and while i was flyin' my way to new york
poor benjy was lyin' in a cold city morgue
i phoned up the old fellow and i told him the news
i could tell he could hardly stand up in his shoes
and i wept when he told me, ""go ahead with the plan,
and not to forget, be a proud irish man.""
so i went up to nelly's beside fordam road
and i started to learn about liftin' a load
but the heaviest thing that i carried that year
were the bittersweet thoughts of my hometown so dear
i went back that december 'cause the old fellow died
had to borrow the money from phil on the side
and all the bright flowers and brass couldn't hide
the poor wasted face of my father
i sold off the old farmyard for what it was worth
and into my bag stuck a handful of earth
then i boarded a train and i caught me a plane
and i found myself back in the us again
its been twenty two years since i set foor in dublin
my kids know to use the correct knife and fork
still i'll never forget her green grass and her rivers
as i keep law and order in the streets of new york"
Sweet Carnlough Bay,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=347,"when winter was brawling, o'er high hills and mountains
and dark were the clouds o'er the deep rolling sea,
i spied a wee lass as the daylight was dawning
she was asking the road to sweet carnlough bay.
i said,""my fair lass, i surely will tell ye
the number of miles or how far it might be
but if you'll consent i'll convoy you a wee bit
and i'll show you the road to sweet carnlough bay.
you turn to the right and pass down by the churchyard
cross over the river and down by the sea;
we'll call in pat hamill's and have a wee drop there
just to help us along to sweet carnlough bay.
here's a health to pat hamill likewise the dear lassie
and to every laddie that's listening to me
and ne'er turn your back on a bonnie young lassie
when she's asking the road to sweet carnlough bay."
Sweet Quarantine ,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=587,"to the tune of sweet caroline
where it began (china)
i cant begin to knowin
how this has spread throughout the world
started in spring
probably right into summer
whod have believed id be alone
hands...washing hands
touching soap
dont touch me, i wont touch you
sweet quarantine ....blah blah blah
having tp feels so good
ive been inside
just go out to buy some food
but now i:
look at the night here in this lonely curfew
theres not a soul past 10 pm
and when i sneeze
into my arm and shoulder
i wont dare cough when next to you
one, touching no one
reaching out stay the hell away from me!
where it began
hoarding the toilet paper
i can just hold it for so long
sanitize gel
seems that you grabbed that up too
what you are doing is so wrong
hands...washing hands
touching soap
dont touch me, i wont touch you
im up to date
on all my tv binges
somebody recommend a show
trying to stream
everyones on my wifi
why is this broadband oh so slow"
Sweet Rosie O'Grady,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=348,"sweet rosy o'grady, my dear little rose
she's my special lady most everyone knows
and when we are married how happy we'll be
i love sweet rosy o'grady and rosy o'grady loves me"
Syracuse is a Crazy Mixed up Town,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=568," 1
syracuse new york me boys
is a crazy mixed up town
where people still eat dinosaur
and the stop light's upside down
it's the home of air conditioning
for reasons quite unclear
'cause it wins the golden snowball trophy
almost every year
way back before the settlers came to onondaga lake
folks swam and fished it's waters
which now's a big mistake
then clinton built the erie canal across the empire state
and syracuse that son of a ditch sealed onondaga's fate
 1
the irish built the erie canal and settled syracuse
got thirsty in it's saltworks or at least that's their excuse
they moved to tipperary hill on syracuse west side
and they cursed the bloody orangemen up until the day they died
 1
now according to some rumors and reliable reports
the irish love their boozin' and the irish love their sports
they pack the city's bars to cheer on boeheim's latest boys
cause basketball's a sport that every irishman enjoy
 1
and when in march the madness spreads
around all syracuse the talk will turn to jerry mac
when folk get in the juice
they'll measure every player against carmello and hakeem
and dress themselves from head to foot in orange just like their team
 1
so if you go to syracuse around st. patrick's day
where all the people dress in orange to watch the orangeman play
don't think that any irishman has got his colors wrong
just raise your glass of guinness and sing my little song
 2
syracuse new york me boys
is a crazy mixed up town
where all the irish dress in orange
and the stop light's upside down
it's the home of air conditioning
for reasons quite unclear
'cause it wins the golden snowball trophy
almost every year
https://www.youtube.com/watch?v=mns6y-ejjhy"
Take Me Home To Mayo,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=349,"take me home to mayo
across the irish sea
home again in mayo
where once i roamed so free
take me home to mayo
and let my body lie
home at last in mayo
beneath an irish sky
my name is michael gaughan
from ballina i came
i saw my people sufferin'
and swore to break their chains
i took the boat to england
prepared to fight or die
far away from mayo
beneath and english sky  
my body's cold and hungry
in parkhurst jail i lie
for the loving of my country
on hunger strike i'll die
i have but one last longing
i pray you'll not deny
bury me in mayo
beneath my irish sky  "
Tarry Flynn,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=350,"oh you're a rascal tarry flynn
you're writing poetry instead of diggin drills
stollin' around the fields all day
won't you ever work or won't you ever stay
is there a man who cares that i should be spared such of a life of druggery
of diggin clay tossin' cocks and hay wishin' all the day that somehow i could be set free
oh mother can't you see that the farmer's life it was never meant for me to reap and sew
i don't want to know but to dublin go for that's where my life should be
don't come to say goodbye mothers always cry shake my hand and set me free
when fame has come to my dublin home maybe then you'll come there some day and visit me"
Technology,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=550,"sittin on a wednesday on a rainy afternoon
there isnt much to do today so i guess ill write a tune
imagine feeling boredom in this day and age
to have all this technology staring in my face
if you want your hours to speed away than youtube is best
so many ways for idiots to get things off their chest
the minutes quickly adding up with the next link they provide
the reward is failing eyesight and sores on my behind
technology you move so fast
is verbal conversation
something of the past?
if its here today you know it just wont last
ive a thousand friends on facebook and some i know by name
how about a short experiment to test these valued friends
ill set up a pay pal secured account and ask for a $10 dollar gift
come tomorrow i will see just how many buddies i have left.
folks my age remember playing albums i suppose
rushing home with new releases and listening with eyes closed
but today the music industry will tell you what to know
you just cant have a song today without a video
i love to play in restaurants where social people roam
no time to read a menu while im checking on my phone
one night a silent couple perhaps was feeling hurt
then he texts his love a question, do you want dessert
written letters and newspapers, maps and greeting cards
are falling by the wayside as society falls hard
we date on line, and recreate send e-cards to celebrate
next thing theyll have is an app to help the young folks procreate"
Tessie,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=501,"tessie is the royal rooters rally cry
tessie is the tune they always sung
tessie echoed april through october nights
after serenading stahl, dinneen and young
tessie is a maiden with a sparkling eye
tessie is a maiden with a love
she doesn't know the meaning of her sight
she's got a comment full of love
and sometimes when the game is on the line
tessie always carried them away
up the road from 'third base' to huntington
the boys will always sing and sway two! three! four!
tessie, 'nuf ced' mcgreevey shouted
we're not here to mess around
boston, you know we love you madly
hear the crowd roar to your sound
don't blame us if we ever doubt you
you know we couldn't live without you
tessie, you are the only only only
the rooters showed up at the grounds one day
they found their seats had all been sold
mcgreevey led the charge into the park
stormed the gates and put the game on hold
the rooters gave the other team a dreadful fright
boston's tenth man could not be wrong
up from 'third base' to huntington
they'd sing another victory song two! three! four!
tessie, 'nuf ced' mcgreevey shouted
we're not here to mess around
boston, you know we love you madly
hear the crowd roar to your sound
don't blame us if we ever doubt you
you know we couldn't live without you
tessie, you are the only only only
the rooters gave the other team a dreadful fright
boston's tenth man could not be wrong
up from 'third base' to huntington
they'd sing another victory song two! three! four!
tessie, 'nuf ced' mcgreevey shouted
we're not here to mess around
boston, you know we love you madly
hear the crowd roar to your sound
don't blame us if we ever doubt you
you know we couldn't live without you
tessie, you are the only only only
don't blame us if we ever doubt you
you know we couldn't live without you
boston, you are the only only only
don't blame us if we ever doubt you
you know we couldn't live without you
red sox, you are the only only only"
That Old Irish Mother of Mine,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=351,"in her eyes there's the blue of killarney
on her cheeks the rose of kildare
on her lips just a bit of blarney
and the rose of kildare in her hair
she was cradled and born
on st. patrick's morn
with a smile on her face so sublime
she's as sweet as the day
she stole dad's heart away
that old irish mother of mine"
The Bonnie Lass of Fyvie-O,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=517,"there once was a troop of irish dragoons,
came marching down through fyvie-o
the captain fell in love with a rare bonny lass,
her name it was called pretty peggy-o.
and it's come down the stairs pretty peggy, my dear
oh come down the stairs pretty peggy-0 oh
come down the stair, comb back your yellow hair
bid a long farewell to your mammy-o.
i never did intend a soldier's wife for to be,
i never will marry a soldier-o,
i never did intend to go to a foreign land.
a soldier will never enjoy me, 0.
there's many a bonny jean in the town of aberdeen
there's many a bonny lass in the garioch
there's many a bonny lass in the howe o auchterless
but the flower o' them all bides in fyvie-o
now the captain he cried 'mount!
mount, boys, mount!'
the colonel he cried 'tarry, 0!'
'we'll tarry for a while, for another day or twa,
to see if this bonny lass will marry, o!'
but long ere we reached the howe o' auchterless,
we had our captain to carry o.
and long ere we reached the streets of aberdeen
we had our captain to bury o.
now green grow the buds by the bonny ythanside
and low lie the lowlands o fyvie-o
the captain's name was ned, he died for the maid
he died for the chambermaid of fife-0.
fyvie, the garioch, and the howe of auchterless are all places in that region. thank you sean damer for the following:
there once was a troop o' irish dragoons
cam marching doon through fyvie-o
and the captain's fa'en in love wi' a very bonnie lass
and her name it was ca'd pretty peggy-o
there's many a bonnie lass in the howe o auchterless
there's many a bonnie lass in the garioch
there's many a bonnie jean in the streets of aiberdeen
but the floower o' them aw lies in fyvie-o
o come doon the stairs, pretty peggy, my dear
come doon the stairs, pretty peggy-o
come doon the stairs, comb back your yellow hair
bid a last farewell to your mammy-o
it's braw, aye it's braw, a captain's lady for to be
and it's braw to be a captain's lady-o
it's braw to ride around and to follow the camp
and to ride when your captain he is ready-o
o i'll give you ribbons, love, and i'll give you rings
i'll give you a necklace of amber-o
i'll give you a silken petticoat with flounces to the knee
if you'll convey me doon to your chamber-o
what would your mother think if she heard the guineas clink
and saw the haut-boys marching all before you o
o little would she think gin she heard the guineas clink
if i followed a soldier laddie-o
i never did intend a soldier's lady for to be
a soldier shall never enjoy me-o
i never did intend to gae tae a foreign land
and i never will marry a soldier-o
i'll drink nae more o your claret wine
i'll drink nae more o your glasses-o
tomorrow is the day when we maun ride away
so farewell tae your fyvie lasses-o
the colonel he cried, mount, boys, mount, boys, mount
the captain, he cried, tarry-o
o tarry yet a while, just another day or twa
til i see if the bonnie lass will marry-o"
The Dear Little Shamrock,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=431,"the dear little shamrock
( there's a dear little plant that grows in our isle,
'twas saint patrick himself sure that set it;
and the sun on his labour with pleasure did smile,
and with dew from his eye often wet it.
it shines thro' the bog thro' the brake, thro' the mireland,
and he call'd it the dear little shamrock of ireland.
: the dear little shamrock, the sweet little shamrock,
the dear little, sweet little shamrock of ireland.
that dear little plant still grows in our land,
fresh and fair as the daughters of erin,
whose smiles can bewitch, and whose eyes can command,
in each climate they ever appear in:
for they shine thro' the bog, thro' the brake, and the mireland,
just like their own dear little shamrock of ireland.
that dear little plant that springs from our soil,
when its three little leaves are extended,
denotes from the stalk we together should toil,
and ourselves by ourselves be befriended.
and still thro' the bog, thro' the brake, and the mireland,
from one root should branch, like the shamrock of ireland."
The Galway Ghost ,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=558,"my name is seamus ryan from a farm outside lochrae.
and i always intended to live there all my days.
but when i was young, just twenty one, in a drunken barroom fight,
i killed a man and away i ran; i was hunted day and night.
i sailed away, to amerikay, to the sidewalks of new york.
so far away from galway bay, from dublin and from cork....
and i can't go back, for love or craic, to my native land again.
i'm a yankee now, and that is how i'll stay 'til my life's end.
and now the name i gave myself to lead an exile's life.
and i never told another soul, and never took a wife.
i thumbed my way through the usa, i roamed from coast to coast.
so all alone, so far from home, i was called the galway ghost.
in amerikay, i went astray, and battled men and law.
with gun and knife, i carved my life, it was my tragic flaw.
in albany i tried to flee, the warden's on my trail.
but they captured me, they shackled me, they entombed me in this jail.
when i was young and on the run, from the life i left behind,
i'd rather drink than think the thoughts, that now prey on my mind,
of the galway sky and days gone by and the girl who loves me most,
so raise your glass to the haunted past of seamus ryan's ghost.
*thanks to sadie for the submission to the archive"
The Green Fields of Gweedore,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=496,"the green fields of gaoth dobhair appears on clannad's album 'fuaim'
down past dunlewey's bonny lakes one morning i did stray
until i reached sweet clady banks where the silvery salmon play
i strolled around through old bunbeg and down along the shore
and gazed with admiration on the green fields of gweedore
i visit magherclocher on middletown heights
i stand beneath me lies the ocean wide and machergallon strand
those sandy banks so dear to me, those banks i do adore
behind me lies sweet derrybeg and the green fields of gweedore
the bonny isle of gola and inishmean so near
i see the little fishing fleet as it lies along the pier
i wander through the graveyard where those have gone before
that once lived happy and content by the green fields of gweedore
i see sweet inish oirthir and far off tory isle
i view the ocean liners as they steam along in style
on board are irish emigrants with hearts both sad and sore
as they gazed on old tir chonaill hills
and the green fields of gweedore
from: 'brian hoireachtaigh'"
The Guinness Widget,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=552,"had a tough work week,
so time to take a sneak,
kick back in an easy chair.
feel like havin' a fling,
open your doo-hicky thing,
that little somethin' should be poppin' up there.
you're hearin' in your head,
somethin' your momma said,
""doncha' fidget with your widget,
doncha' dare!""
gee, you're all in a flutter,
get your mind out of the gutter,
i was talkin' 'bout guinness beer
had quite a night last night,
woke up feelin' right
and wishin' for some more of the same.
put your big strong hand
around that nice firm can
and you knew that you'd be back in the game.
you're hearin' in your head,
somethin' your momma said,
""don't put a digit on your widget,
doncha' dare!""
well, you're all in a flutter,
get your mind out of the gutter,
i was talkin' 'bout guinness beer!
bridge:
no need to be in a pub
to get the genuine sup
in a city or out of town
think of the excitement
to anticipate delightment
as that cascades going up and down
please dont think im crass
when you release that gas
you know its surely worth the wait
you bet your bottom dollar
youll have a perfect priests collar
in a minute and fifty eight
sometimes you just cant stop
and then you pop the top
to get the color ruby red
down your neck will dip
with a stiff upper lip
to get mustache from that creamy head
when your package releases
the joy inside increases
im gunna fidget with my widget yes i dare!
gee, you're all in a flutter,
get your mind out of the gutter,
i was talkin' 'bout guinness beer!"
The Humor is on Me Now,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=483,"oh, as i went out one mornin' it bein' the month of may
a farmer and his daughter i spied upon me way.
and the girl sat down quite calmly
to the milkin' of her cow,
sayin' i will and i must get married for the humor is on me now.
oh, the humor is on me now.
oh, the humor is on me now.
sayin' i will and i must get married for the humor is on me now.
so at last the daughter married
she married well to do
and loved her darlin' husband
for a month, a year or two.
but sean was all a tyrant,
and she quickly rued her vow,
sayin' i'm sorry i ever got married for the humor is off me now.
oh, the humor is off me now.
oh, the humor is off me now.
sayin' i'm sorry i ever got married for the humor is off me now."
The Next Step,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=487,"this is the song i submitted to american idol for their song writing competition:
youve made it this far
you know where youve been
now take the next step
and find out where youre going
the next step is the hardest of them all
reaching for the stars
youll find out who you are whats inside you?
and whats your driving force
life had tried you
to get you on this course your wildest dreams are tapped
they were all the plans youve made
focused on horizons
and lost friends along the way.
but now its time to say
step up, step in, step out
to all you want to be
now let your spirit shout
for all the world to see
just look within your heart your destiny is calling
therell be no fear of falling
the next step is well within your reach
bridge: one crazy minute can make a brand new day
so just prepare yourself when that minute comes your way
the years of sacrifice have brought this time to me
but now im ready for you to set me free
my wildest dreams are tapped
they were all the plans i made
i can see a bright horizon
and bring friends along the way.
so now its time to say
step up, step in, step out
to all i want to be ill let my spirit shout
for all the world to see
ive look within my heart my destiny is calling
i have no fear of falling
the next step is here within my reach"
The Old Refrain,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=491,"i often think of home dee-ol-ee-ay
when i am all alone and far away;
i sing an old refrain, dee-ol-ee-ay
for it recalls to me a bygone day
it takes me back again to meadows fair
where sunlight's golden rays beam everywhere
my childhood joys again come back to me
my mother's face in fancy too
i see it was my mother taught me how to sing
and to that memory my heart will cling
i'm never sad and alone while on my way
as long as i can sing dee-ol-ee-ay
though years have passed and gone, dee-ol-ee-ay
and though my heart is young my head is grey.
yet still the echoes ring, dee-ol-ee-ay
and dear old memories forever stay.
this song will bring me visions full of light
and sweetest dreams throughout the darkest night
of all that life can give, that song is best
i'll take it with me when i go to rest
and when at last my journey here is o'er
'twill ring more joyfully than e'er before
for up to heavens i will take my lay
the angels, too, will sing dee-ol-ee-ay"
The TP Song (Hoarders),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=583,"you feel your lifes in danger
and now you need to hoard
you watch the cable news
to get the latest word
you must protect your family
so you become insane
throw logic out the window
while you use your lizard brain
you think about the hardships of the past
and wonder how long supplies will
last
but be rest assured , youre skillful at the hoard
that youll leave this world with the cleanest ass.
what makes you think that you can just relax
while youre stocking up with those family packs
im wondering if covid is your greatest fear
or youre planning that youll die from diarrhea
there are others who are not the hoarding sort
who fear a full 14 days of the hershey squirts
its not paper that they save
but a sparking butt they crave
while installing porcelain bidets
its your fellow man youre harming
while you stockpile all the charmin
your priorities are slightly out of whack
youre not showing too much class
hoarding hospital masks
and preoccupied with cleaning out your crack."
The Valley Where Wishes Come True,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=579,"the valley where wishes come true
fairy pipers are calling, mucushla
where the moonlight is silver and blue
and so sweet is the sound of their music
in the valley where wishes come true
over hillside and rivers i hear them
all their spells they are weaving anew
and the heart of me aches to be with you
in the valley where wishes come true
can you hear their sweet message macushla
how the west wind is sighing for you
and the leaves whisper low of our wooing
in the valley where wishes come true
theres a little white cabin enchanted
with the starlight and dreams drifting through
and its there i will find you and love you
in the valley where wishes come true"
There Were Roses,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=547,"so my song for you this evening,
it's not to make you sad
not for adding to the sorrows
of this troubled northern land
but lately i've been thinking
and it just won't leave my mind
to tell you of two friends one time
they were both good friends of mine
alan bell from banagh,
he lived just across the fields
a great man for the music,
and the dancing and the reels
o'malley came from south armagh
to court young alice fair
and we often meet on the ryan road
and laughter filled the air
--
there were roses, roses
there were roses
and the tears of the people ran together
though alan he was protestant
and sean was catholic born
it never made a difference,
for the friendship it was strong
and sometimes in the evening
when we heard the sound of drums
we said it won't divide us,
we will always be the one
for the ground our fathers plowed in,
the soil it is the same
and the places where we say our prayers
have just got different names
we talked about the friends who'd died
and we hoped there'd be no more
it's little then we realized the tragedy in store
--
it was on a sunday morning
when the awful news came round
another killing has been done
just outside newry town
we knew that alan danced up there,
we knew he liked the band
but when we heard that he was dead
we just could not understand
we gathered at the graveside
on that cold and rainy day
and the minister he closed his eyes
and he prayed for no revenge
and all the ones who knew him
from along the ryan road
then bowed our heads and said a prayer
for the resting of his soul
--
well fear it filled the countryside
there was fear in every home
when the car of death came
prowling round the lonely ryan road
a catholic would be killed tonight
to even up the score
oh christ it's young o'malley
that they've taken from the door
alan was my friend! he cried,
he begged them with his fear
but centuries of hatred
have ears that can not hear
an eye for an eye, was all that filled their minds
and another eye for another eye
till everyone is blind
--
so my song for you this evening,
it's not to make you sad
not for adding to the sorrows
of this troubled northern land
but lately i've been thinking
and it just won't leave my mind
to tell you of two friends one time
they were both good friends of mine
i don't know where the moral is
or where this song should end
but i wonder just how many wars
are fought between good friends
and those who give the orders
are not the ones to die
it's bell and o'malley
and the likes of you and i
there were roses, roses
there were roses
and the tears of a people ran together
there were roses, roses
there were roses...."
These are My Mountains,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=352,"for fame and for fortune i wandered the earth
and now i've come back to the land of my birth
i've brought back my treasures but only to find
they're less than the pleasures i first left behind
for these are my mountains and this is my glen
the braes of my childhood will know me again
no land's ever claimed me tho' far i did roam
for these are my mountains and i'm going home
and i'm coming home
the berm by the road sings at my going by
the lark overhead wings a welcoming cry
the loch where the scart flies at last i can see
it's here where my heart lies it's here i'll be free
kind faces will meet me and welcome me in
and how they will greet me my ain kith and kin
the night by the ingle old sangs will be sung
at last i'll be hearing my ain mother tongue."
This is My Homeland (My Donegal),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=353,"the lights of london are far behind
my thoughts of homeland are crowding my mind
familiar places come into view
i see my home now, soon i'll see you
this is my homeland, the place i was born in
no matter where i go, it's in my soul
my feet may wander a thousand places
but my heart will lead me back home to my donegal
we'll talk to the old folks sure they're getting on
put them to late nights and sing a few songs
we'll talk of the neighbors and life on the town
there's so much to tell them, of the days that are gone
and then tomorrow, we'll take a walk
down by st. mary's to a sheltered spot
we'll kneel and pray there for the ones that are gone
and hope they'll remember their wandering son"
Through the Eyes of an Irishman,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=354,"when i was a boy 'round about three
i remember my grandfather sayin' to me
he said, ""learn to appreciate all that you see
for one day it'll mean so much more to you""
well without realizing the words he did say
sure it started me seein' things a different way
just like the colours of the sun goin' down in the bay
it was a sight i'll never forget
and we'll all meet tonight every child woman and man
for we know in our heart that we'll always be part
of a proud and wonderful land
yes we'll all meet tonight and we'll sing as loud as we can
of an island so green
that can only be seen through the eyes of an irishman
oh the days of my youth i spent searching around
and i couldn't believe all the beauty i found
just like the flowers and trees growing up from the ground
full of colour and so full of life
well at twenty four years that's when i started to roam
but it didn't take much to remind me of home
and i think of all the places and people i've known
that i may never see again"
